郵件ID,郵件日期,交易時間,策略,帳戶,價格,交易方向,數量,倉位前,倉位後,系統狀態,錯誤訊息,原始內容
170eb1d97c8ba20c,Wed Mar 18 2020 08:49:08 GMT+0800 (Taiwan Standard Time),Wed Mar 18 2020 08:48:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9351,reduce_long,-1,3,2,normal,,"2020/03/18 08:48:59 【策略_TCA】 ""9351"" 減碼多單，策略倉位 3 → 2 帳戶【交易所_A】(小型台指) 帳戶倉位 0 → 2 倍數 1，本次下單 2，下單後帳戶總倉位 2 策略_TCA"
170eb1d802d10243,Wed Mar 18 2020 08:49:03 GMT+0800 (Taiwan Standard Time),Wed Mar 18 2020 08:49:00 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2020/03/18 08:49:00 3296後檯:原幣保證金不足，不足30276.00元"
170eb1a207d82c60,Wed Mar 18 2020 08:45:21 GMT+0800 (Taiwan Standard Time),Wed Mar 18 2020 08:45:18 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<警告/提醒> 2020/03/18 08:45:18 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 0 (帳戶倉位) 【模擬帳戶-模擬_TEST】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位),<警告/提醒> 2020/03/18 08:45:18 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 0 (帳戶倉位) 【模擬帳戶-模擬_TEST】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位)
170eb17b931a3707,Wed Mar 18 2020 08:42:44 GMT+0800 (Taiwan Standard Time),Wed Mar 18 2020 08:42:41 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<警告/提醒> 2020/03/18 08:42:41 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 0 (帳戶倉位) 【模擬帳戶-模擬_TEST】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位),<警告/提醒> 2020/03/18 08:42:41 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 0 (帳戶倉位) 【模擬帳戶-模擬_TEST】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位)
170eb17a89295a14,Wed Mar 18 2020 08:42:40 GMT+0800 (Taiwan Standard Time),Wed Mar 18 2020 08:42:37 GMT+0800 (Taiwan Standard Time),模擬_TEST,,,,0,0,0,normal,,<警告/提醒> 2020/03/18 08:42:37 【模擬_TEST】策略倉位已自動和訊號源同步：由【0】-->【3】
170eb179cb5f6466,Wed Mar 18 2020 08:42:36 GMT+0800 (Taiwan Standard Time),Wed Mar 18 2020 08:42:33 GMT+0800 (Taiwan Standard Time),策略_TCA,,,,0,0,0,normal,,<警告/提醒> 2020/03/18 08:42:33 【策略_TCA】策略倉位已自動和訊號源同步：由【0】-->【3】
170e70313cd1a9ff,Tue Mar 17 2020 13:41:42 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 13:41:33 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9417,close_long,-3,3,0,normal,,"2020/03/17 13:41:33 【策略_TCA】 ""9417"" 多單平倉，策略倉位 3 → 0 帳戶【交易所_A】(小型台指) 帳戶倉位 1 → 0 倍數 1，本次下單 -1，下單後帳戶總倉位 0 策略_TCA"
170e702fc4756ac9,Tue Mar 17 2020 13:41:36 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 13:41:33 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 13:41:33 帳戶 模擬帳戶 將超過帳戶總倉位限制【2】口，本次只會下單 -2 口。(若是【下一訊號轉倉】則不受此限制),<發生錯誤> 2020/03/17 13:41:33 帳戶 模擬帳戶 將超過帳戶總倉位限制【2】口，本次只會下單 -2 口。(若是【下一訊號轉倉】則不受此限制)
170e70237659291d,Tue Mar 17 2020 13:40:44 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 13:40:41 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 13:40:41 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 13:40:41 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e6e9442c55269,Tue Mar 17 2020 13:13:30 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 13:13:26 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 13:13:26 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 13:13:26 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e6d9929561f70,Tue Mar 17 2020 12:56:22 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 12:56:18 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 12:56:18 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 12:56:18 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e6cc30418e767,Tue Mar 17 2020 12:41:45 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 12:41:41 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 12:41:41 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 12:41:41 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e6b69f3d487d6,Tue Mar 17 2020 12:18:11 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 12:18:06 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 12:18:06 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 12:18:06 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e67fbfa3e9c5a,Tue Mar 17 2020 11:18:15 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 11:18:12 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<警告/提醒> 2020/03/17 11:18:12 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位),<警告/提醒> 2020/03/17 11:18:12 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位)
170e67d79da48db9,Tue Mar 17 2020 11:15:45 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 11:15:42 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 11:15:42 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 11:15:42 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e673a5c226c97,Tue Mar 17 2020 11:05:01 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 11:04:58 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2020/03/17 11:04:58 3296後檯:原幣保證金不足，不足17776.00元"
170e66e52ecf6305,Tue Mar 17 2020 10:59:13 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:59:10 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<警告/提醒> 2020/03/17 10:59:10 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位),<警告/提醒> 2020/03/17 10:59:10 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 1 (帳戶倉位)
170e66d6dc27b3d1,Tue Mar 17 2020 10:58:14 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:58:11 GMT+0800 (Taiwan Standard Time),策略_TCA,,,,0,0,0,normal,,<警告/提醒> 2020/03/17 10:58:11 【策略_TCA】策略倉位已自動和訊號源同步：由【1】-->【3】
170e66d0b7d5d686,Tue Mar 17 2020 10:57:49 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:57:46 GMT+0800 (Taiwan Standard Time),策略_TCA,,,,0,0,0,normal,,<警告/提醒> 2020/03/17 10:57:46 【策略_TCA】策略倉位已自動和訊號源同步：由【1】-->【3】
170e66c754b2db57,Tue Mar 17 2020 10:57:11 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:57:01 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9444,reduce_long,-1,4,3,normal,,"2020/03/17 10:57:01 【策略_TCA】 ""9444"" 減碼多單，策略倉位 4 → 3 帳戶【交易所_A】(小型台指) 帳戶倉位 4 → 3 倍數 1，本次下單 -1，下單後帳戶總倉位 3 策略_TCA"
170e66bbf7472654,Tue Mar 17 2020 10:56:24 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:56:14 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9460,add_long,1,3,4,normal,,"2020/03/17 10:56:14 【策略_TCA】 ""9460"" 加碼多單，策略倉位 3 → 4 帳戶【交易所_A】(小型台指) 帳戶倉位 2 → 4 倍數 1，本次下單 2，下單後帳戶總倉位 4 策略_TCA"
170e66ba447dfeba,Tue Mar 17 2020 10:56:17 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:56:14 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2020/03/17 10:56:14 3296後檯:原幣保證金不足，不足47595.00元"
170e66694d66e05a,Tue Mar 17 2020 10:50:46 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:50:42 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<警告/提醒> 2020/03/17 10:50:42 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 2 (帳戶倉位),<警告/提醒> 2020/03/17 10:50:42 以下帳戶倉位不同步，請確認是否故意不同步，以免下單錯誤： 【交易所_A-策略_TCA】 (策略倉位×倍數) 3×1 ≠ 2 (帳戶倉位)
170e6661c021feea,Tue Mar 17 2020 10:50:15 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:50:07 GMT+0800 (Taiwan Standard Time),策略_TCA,,,,0,0,0,normal,,<警告/提醒> 2020/03/17 10:50:07 【策略_TCA】策略倉位已自動和訊號源同步：由【2】-->【3】
170e6651f3c0c0bb,Tue Mar 17 2020 10:49:10 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:49:02 GMT+0800 (Taiwan Standard Time),策略_TCA,,,,0,0,0,normal,,<警告/提醒> 2020/03/17 10:49:02 【策略_TCA】策略倉位已自動和訊號源同步：由【2】-->【3】
170e6399ca77af7d,Tue Mar 17 2020 10:01:39 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 10:01:29 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9504,reduce_long,-1,4,3,normal,,"2020/03/17 10:01:29 【策略_TCA】 ""9504"" 減碼多單，策略倉位 4 → 3 帳戶【交易所_A】(小型台指) 帳戶倉位 4 → 3 倍數 1，本次下單 -1，下單後帳戶總倉位 3 策略_TCA"
170e6351b7438a5a,Tue Mar 17 2020 09:56:43 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 09:56:39 GMT+0800 (Taiwan Standard Time),,,,,0,0,0,error,<發生錯誤> 2020/03/17 09:56:39 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。,<發生錯誤> 2020/03/17 09:56:39 策略_TCA 策略價格，超過 10 分鐘未跳動，請儘快處理。
170e6148b976fb60,Tue Mar 17 2020 09:21:09 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 09:20:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9520,add_long,1,3,4,normal,,"2020/03/17 09:20:59 【策略_TCA】 ""9520"" 加碼多單，策略倉位 3 → 4 帳戶【交易所_A】(小型台指) 帳戶倉位 3 → 4 倍數 1，本次下單 1，下單後帳戶總倉位 4 策略_TCA"
170e61474e521914,Tue Mar 17 2020 09:21:03 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 09:20:59 GMT+0800 (Taiwan Standard Time),,交易所_A,,,0,0,0,normal,,"交易所_AII 下單失敗,帳號 ID_MASKED 2020/03/17 09:20:59 3296後檯:原幣保證金不足，不足37964.00元"
170e60a7b0c05aa3,Tue Mar 17 2020 09:10:10 GMT+0800 (Taiwan Standard Time),Tue Mar 17 2020 09:09:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9470,reduce_long,-1,4,3,normal,,"2020/03/17 09:09:59 【策略_TCA】 ""9470"" 減碼多單，策略倉位 4 → 3 帳戶【交易所_A】(小型台指) 帳戶倉位 4 → 3 倍數 1，本次下單 -1，下單後帳戶總倉位 3 策略_TCA"
170e19b370d34d3e,Mon Mar 16 2020 12:30:09 GMT+0800 (Taiwan Standard Time),Mon Mar 16 2020 12:30:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9732,reduce_long,-1,5,4,normal,,"2020/03/16 12:30:00 【策略_TCA】 ""9732"" 減碼多單，策略倉位 5 → 4 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 4 倍數 1，本次下單 -1，下單後帳戶總倉位 4 策略_TCA"
170e0cd3b50970e4,Mon Mar 16 2020 08:45:10 GMT+0800 (Taiwan Standard Time),Mon Mar 16 2020 08:45:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9921,reduce_long,-1,6,5,normal,,"2020/03/16 08:45:00 【策略_TCA】 ""9921"" 減碼多單，策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 6 → 5 倍數 1，本次下單 -1，下單後帳戶總倉位 5 策略_TCA"
170d255eaac767dd,Fri Mar 13 2020 13:20:09 GMT+0800 (Taiwan Standard Time),Fri Mar 13 2020 13:19:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10134,add_long,1,5,6,normal,,"2020/03/13 13:19:59 【策略_TCA】 ""10134"" 加碼多單，策略倉位 5 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 6 倍數 1，本次下單 1，下單後帳戶總倉位 6 策略_TCA"
170d2394e5670902,Fri Mar 13 2020 12:48:54 GMT+0800 (Taiwan Standard Time),Fri Mar 13 2020 12:48:44 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9840,add_long,1,4,5,normal,,"2020/03/13 12:48:44 【策略_TCA】 ""9840"" 加碼多單，策略倉位 4 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 4 → 5 倍數 1，本次下單 1，下單後帳戶總倉位 5 策略_TCA"
170d1c80143c87a3,Fri Mar 13 2020 10:45:09 GMT+0800 (Taiwan Standard Time),Fri Mar 13 2020 10:44:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9698,reduce_long,-1,5,4,normal,,"2020/03/13 10:44:59 【策略_TCA】 ""9698"" 減碼多單，策略倉位 5 → 4 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 4 倍數 1，本次下單 -1，下單後帳戶總倉位 4 策略_TCA"
170d1c12872764e0,Fri Mar 13 2020 10:37:40 GMT+0800 (Taiwan Standard Time),Fri Mar 13 2020 10:37:29 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9762,add_long,1,4,5,normal,,"2020/03/13 10:37:29 【策略_TCA】 ""9762"" 加碼多單，策略倉位 4 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 4 → 5 倍數 1，本次下單 1，下單後帳戶總倉位 5 策略_TCA"
170d17106523f315,Fri Mar 13 2020 09:10:08 GMT+0800 (Taiwan Standard Time),Fri Mar 13 2020 09:09:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9593,reduce_long,-1,5,4,normal,,"2020/03/13 09:09:59 【策略_TCA】 ""9593"" 減碼多單，策略倉位 5 → 4 帳戶【交易所_A】(小型台指) 帳戶倉位 5 → 4 倍數 1，本次下單 -1，下單後帳戶總倉位 4 策略_TCA"
170d16b517a9aaa8,Fri Mar 13 2020 09:03:54 GMT+0800 (Taiwan Standard Time),Fri Mar 13 2020 09:03:44 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,9589,reduce_long,-1,6,5,normal,,"2020/03/13 09:03:44 【策略_TCA】 ""9589"" 減碼多單，策略倉位 6 → 5 帳戶【交易所_A】(小型台指) 帳戶倉位 6 → 5 倍數 1，本次下單 -1，下單後帳戶總倉位 5 策略_TCA"
170cd241a6511962,Thu Mar 12 2020 13:07:39 GMT+0800 (Taiwan Standard Time),Thu Mar 12 2020 13:07:27 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10361,reduce_long,-1,7,6,normal,,"2020/03/12 13:07:27 【策略_TCA】 ""10361"" 減碼多單，策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 7 → 6 倍數 1，本次下單 -1，下單後帳戶總倉位 6 策略_TCA"
170cd12f1b73dfb8,Thu Mar 12 2020 12:48:54 GMT+0800 (Taiwan Standard Time),Thu Mar 12 2020 12:48:42 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10401,add_long,1,6,7,normal,,"2020/03/12 12:48:42 【策略_TCA】 ""10401"" 加碼多單，策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 6 → 7 倍數 1，本次下單 1，下單後帳戶總倉位 7 策略_TCA"
170ccabf37c46050,Thu Mar 12 2020 10:56:24 GMT+0800 (Taiwan Standard Time),Thu Mar 12 2020 10:56:12 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10337,reduce_long,-1,7,6,normal,,"2020/03/12 10:56:12 【策略_TCA】 ""10337"" 減碼多單，策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 7 → 6 倍數 1，本次下單 -1，下單後帳戶總倉位 6 策略_TCA"
170cc9ac41ca2471,Thu Mar 12 2020 10:37:38 GMT+0800 (Taiwan Standard Time),Thu Mar 12 2020 10:37:27 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10411,add_long,1,6,7,normal,,"2020/03/12 10:37:27 【策略_TCA】 ""10411"" 加碼多單，策略倉位 6 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 6 → 7 倍數 1，本次下單 1，下單後帳戶總倉位 7 策略_TCA"
170cc7872246eb10,Thu Mar 12 2020 10:00:09 GMT+0800 (Taiwan Standard Time),Thu Mar 12 2020 09:59:57 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10313,reduce_long,-1,7,6,normal,,"2020/03/12 09:59:57 【策略_TCA】 ""10313"" 減碼多單，策略倉位 7 → 6 帳戶【交易所_A】(小型台指) 帳戶倉位 7 → 6 倍數 1，本次下單 -1，下單後帳戶總倉位 6 策略_TCA"
170cc4aacb7060b2,Thu Mar 12 2020 09:10:09 GMT+0800 (Taiwan Standard Time),Thu Mar 12 2020 09:09:57 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10639,reduce_long,-1,8,7,normal,,"2020/03/12 09:09:57 【策略_TCA】 ""10639"" 減碼多單，策略倉位 8 → 7 帳戶【交易所_A】(小型台指) 帳戶倉位 8 → 7 倍數 1，本次下單 -1，下單後帳戶總倉位 7 策略_TCA"
170c72fc37532294,Wed Mar 11 2020 09:22:39 GMT+0800 (Taiwan Standard Time),Wed Mar 11 2020 09:22:30 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10987,reduce_long,-1,9,8,normal,,"2020/03/11 09:22:30 【策略_TCA】 ""10987"" 減碼多單，策略倉位 9 → 8 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 8 倍數 1，本次下單 -1，下單後帳戶總倉位 8 策略_TCA"
170c7236834be5f9,Wed Mar 11 2020 09:09:10 GMT+0800 (Taiwan Standard Time),Wed Mar 11 2020 09:09:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11025,add_long,1,8,9,normal,,"2020/03/11 09:09:00 【策略_TCA】 ""11025"" 加碼多單，策略倉位 8 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 8 → 9 倍數 1，本次下單 1，下單後帳戶總倉位 9 策略_TCA"
170bd8679192110b,Mon Mar 09 2020 12:21:09 GMT+0800 (Taiwan Standard Time),Mon Mar 09 2020 12:21:00 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10985,reduce_long,-1,9,8,normal,,"2020/03/09 12:21:00 【策略_TCA】 ""10985"" 減碼多單，策略倉位 9 → 8 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 8 倍數 1，本次下單 -1，下單後帳戶總倉位 8 策略_TCA"
170bd6c5e8dcdb93,Mon Mar 09 2020 11:52:39 GMT+0800 (Taiwan Standard Time),Mon Mar 09 2020 11:52:30 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11014,add_long,1,8,9,normal,,"2020/03/09 11:52:30 【策略_TCA】 ""11014"" 加碼多單，策略倉位 8 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 8 → 9 倍數 1，本次下單 1，下單後帳戶總倉位 9 策略_TCA"
170bd60f66da354b,Mon Mar 09 2020 11:40:12 GMT+0800 (Taiwan Standard Time),Mon Mar 09 2020 11:40:03 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10999,reduce_long,-1,9,8,normal,,"2020/03/09 11:40:03 【策略_TCA】 ""10999"" 減碼多單，策略倉位 9 → 8 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 8 倍數 1，本次下單 -1，下單後帳戶總倉位 8 策略_TCA"
170bd4a08631b228,Mon Mar 09 2020 11:15:09 GMT+0800 (Taiwan Standard Time),Mon Mar 09 2020 11:14:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11039,add_long,1,8,9,normal,,"2020/03/09 11:14:59 【策略_TCA】 ""11039"" 加碼多單，策略倉位 8 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 8 → 9 倍數 1，本次下單 1，下單後帳戶總倉位 9 策略_TCA"
170bd055febdb0d1,Mon Mar 09 2020 10:00:09 GMT+0800 (Taiwan Standard Time),Mon Mar 09 2020 09:59:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,10935,reduce_long,-1,9,8,normal,,"2020/03/09 09:59:59 【策略_TCA】 ""10935"" 減碼多單，策略倉位 9 → 8 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 8 倍數 1，本次下單 -1，下單後帳戶總倉位 8 策略_TCA"
170ad924a217737d,Fri Mar 06 2020 10:00:09 GMT+0800 (Taiwan Standard Time),Fri Mar 06 2020 09:59:58 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11299,reduce_long,-1,10,9,normal,,"2020/03/06 09:59:58 【策略_TCA】 ""11299"" 減碼多單，策略倉位 10 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 10 → 9 倍數 1，本次下單 -1，下單後帳戶總倉位 9 策略_TCA"
170a367e9e4a7173,Wed Mar 04 2020 10:37:40 GMT+0800 (Taiwan Standard Time),Wed Mar 04 2020 10:37:30 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11332,add_long,1,9,10,normal,,"2020/03/04 10:37:30 【策略_TCA】 ""11332"" 加碼多單，策略倉位 9 → 10 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 10 倍數 1，本次下單 1，下單後帳戶總倉位 10 策略_TCA"
170a3458edbcac5b,Wed Mar 04 2020 10:00:08 GMT+0800 (Taiwan Standard Time),Wed Mar 04 2020 09:59:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11308,reduce_long,-1,10,9,normal,,"2020/03/04 09:59:59 【策略_TCA】 ""11308"" 減碼多單，策略倉位 10 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 10 → 9 倍數 1，本次下單 -1，下單後帳戶總倉位 9 策略_TCA"
170a342d43586978,Wed Mar 04 2020 09:57:09 GMT+0800 (Taiwan Standard Time),Wed Mar 04 2020 09:56:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11305,add_long,1,9,10,normal,,"2020/03/04 09:56:59 【策略_TCA】 ""11305"" 加碼多單，策略倉位 9 → 10 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 10 倍數 1，本次下單 1，下單後帳戶總倉位 10 策略_TCA"
170a337d6d287f65,Wed Mar 04 2020 09:45:09 GMT+0800 (Taiwan Standard Time),Wed Mar 04 2020 09:44:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11293,reduce_long,-1,10,9,normal,,"2020/03/04 09:44:59 【策略_TCA】 ""11293"" 減碼多單，策略倉位 10 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 10 → 9 倍數 1，本次下單 -1，下單後帳戶總倉位 9 策略_TCA"
1709e4cfe581b0bd,Tue Mar 03 2020 10:50:09 GMT+0800 (Taiwan Standard Time),Tue Mar 03 2020 10:49:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11330,add_long,1,9,10,normal,,"2020/03/03 10:49:59 【策略_TCA】 ""11330"" 加碼多單，策略倉位 9 → 10 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 10 倍數 1，本次下單 1，下單後帳戶總倉位 10 策略_TCA"
1709e1f355e38d8c,Tue Mar 03 2020 10:00:09 GMT+0800 (Taiwan Standard Time),Tue Mar 03 2020 09:59:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11288,reduce_long,-1,10,9,normal,,"2020/03/03 09:59:59 【策略_TCA】 ""11288"" 減碼多單，策略倉位 10 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 10 → 9 倍數 1，本次下單 -1，下單後帳戶總倉位 9 策略_TCA"
1709e0e12edb2a52,Tue Mar 03 2020 09:41:25 GMT+0800 (Taiwan Standard Time),Tue Mar 03 2020 09:41:15 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11316,add_long,1,9,10,normal,,"2020/03/03 09:41:15 【策略_TCA】 ""11316"" 加碼多單，策略倉位 9 → 10 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 10 倍數 1，本次下單 1，下單後帳戶總倉位 10 策略_TCA"
1709dfb824bab569,Tue Mar 03 2020 09:21:09 GMT+0800 (Taiwan Standard Time),Tue Mar 03 2020 09:20:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11297,reduce_long,-1,10,9,normal,,"2020/03/03 09:20:59 【策略_TCA】 ""11297"" 減碼多單，策略倉位 10 → 9 帳戶【交易所_A】(小型台指) 帳戶倉位 10 → 9 倍數 1，本次下單 -1，下單後帳戶總倉位 9 策略_TCA"
1709df17229452db,Tue Mar 03 2020 09:10:10 GMT+0800 (Taiwan Standard Time),Tue Mar 03 2020 09:09:59 GMT+0800 (Taiwan Standard Time),策略_TCA,交易所_A,11306,add_long,1,9,10,normal,,"2020/03/03 09:09:59 【策略_TCA】 ""11306"" 加碼多單，策略倉位 9 → 10 帳戶【交易所_A】(小型台指) 帳戶倉位 9 → 10 倍數 1，本次下單 1，下單後帳戶總倉位 10 策略_TCA"
